"hand_breadth","hand_circumference","hand_length","Gender","Weight","Height"
"74","175","170","Female","43.09","157.48"
"80","187","170","Female","71.21","160.02"
"82","202","180","Female","77.11","170.18"
"74","178","170","Female","61.23","160.02"
"81","193","183","Female","74.84","172.72"
"77","191","177","Female","70.31","165.1"
"77","192","177","Female","58.06","157.48"
"77","192","177","Female","60.78","160.02"
"80","197","195","Female","65.77","167.64"
"79","194","183","Female","82.55","165.1"
"81","195","189","Female","58.06","170.18"
"74","178","176","Female","61.69","167.64"
"84","202","192","Female","72.57","170.18"
"80","191","175","Female","60.78","160.02"
"78","192","187","Female","87.09","167.64"
"79","187","176","Female","74.84","157.48"
"81","192","175","Female","68.04","165.1"
"76","182","170","Female","74.84","167.64"
"73","177","171","Female","48.99","149.86"
"75","181","167","Female","58.06","162.56"
"79","193","177","Female","69.4","167.64"
"75","182","180","Female","60.33","162.56"
"81","189","186","Female","79.38","172.72"
"80","194","187","Female","74.84","175.26"
"78","187","185","Female","79.38","177.8"
"76","194","190","Female","68.04","172.72"
"75","183","182","Female","68.04","167.64"
"78","185","175","Female","56.25","157.48"
"81","200","182","Female","79.38","162.56"
"77","188","177","Female","72.57","167.64"
"78","188","179","Female","74.39","167.64"
"82","194","198","Female","86.18","180.34"
"80","186","175","Female","62.6","160.02"
"88","212","197","Female","88.45","175.26"
"76","179","174","Female","56.25","154.94"
"79","193","178","Female","97.52","165.1"
"74","173","165","Female","53.98","154.94"
"76","190","178","Female","58.06","157.48"
"85","193","181","Female","68.95","157.48"
"85","204","190","Female","70.31","172.72"
"73","188","172","Female","77.11","165.1"
"80","188","180","Female","70.76","162.56"
"82","187","188","Female","68.95","175.26"
"78","193","172","Female","58.06","162.56"
"84","204","200","Female","81.65","175.26"
"75","181","166","Female","62.6","157.48"
"76","184","179","Female","54.43","167.64"
"79","188","185","Female","57.61","162.56"
"78","190","185","Female","77.11","165.1"
"81","193","179","Female","69.4","162.56"
"75","185","187","Female","58.97","165.1"
"79","190","184","Female","58.97","162.56"
"80","193","185","Female","65.77","167.64"
"74","175","172","Female","54.43","162.56"
"83","200","182","Female","58.97","170.18"
"75","186","166","Female","57.61","162.56"
"78","180","167","Female","49.9","157.48"
"78","184","177","Female","58.97","165.1"
"77","185","191","Female","67.13","175.26"
"81","193","167","Female","49.9","154.94"
"77","187","182","Female","56.7","170.18"
"77","194","166","Female","72.57","157.48"
"83","197","179","Female","70.31","165.1"
"83","197","182","Female","65.77","175.26"
"78","186","178","Female","70.31","162.56"
"80","187","174","Female","58.97","162.56"
"84","198","187","Female","65.77","175.26"
"80","192","182","Female","76.2","175.26"
"81","193","184","Female","70.31","175.26"
"78","188","179","Female","75.3","170.18"
"76","188","194","Female","64.86","170.18"
"82","197","184","Female","77.11","170.18"
"89","204","200","Female","68.04","185.42"
"78","188","185","Female","64.41","167.64"
"81","196","190","Female","68.04","175.26"
"86","201","183","Female","62.6","162.56"
"77","177","171","Female","43.54","149.86"
"78","188","181","Female","58.97","160.02"
"80","187","186","Female","90.72","177.8"
"81","202","184","Female","68.04","157.48"
"84","204","189","Female","82.1","180.34"
"74","174","179","Female","58.97","167.64"
"78","186","194","Female","72.12","160.02"
"78","187","213","Female","77.56","175.26"
"81","193","193","Female","65.77","167.64"
"74","184","192","Female","68.04","165.1"
"84","197","200","Female","68.04","172.72"
"79","186","179","Female","58.06","157.48"
"77","183","183","Female","74.39","167.64"
"78","186","185","Female","80.29","160.02"
"77","180","173","Female","55.34","160.02"
"82","194","190","Female","63.5","167.64"
"73","179","178","Female","61.23","157.48"
"78","179","181","Female","56.7","165.1"
"74","170","188","Female","61.69","190.5"
"77","187","186","Female","78.47","167.64"
"78","193","186","Female","63.5","157.48"
"80","197","197","Female","79.38","170.18"
"72","172","165","Female","64.41","152.4"
"82","195","202","Female","76.66","165.1"
"76","190","194","Female","68.04","165.1"
"86","205","205","Female","84.82","175.26"
"78","187","197","Female","74.84","167.64"
"78","182","167","Female","53.98","152.4"
"83","192","197","Female","77.11","170.18"
"82","197","181","Female","69.4","162.56"
"78","190","180","Female","79.38","160.02"
"87","205","203","Female","84.82","175.26"
"77","188","176","Female","63.5","160.02"
"77","178","183","Female","62.14","167.64"
"79","193","197","Female","58.97","170.18"
"76","190","194","Female","82.1","172.72"
"74","182","190","Female","78.47","167.64"
"77","183","186","Female","72.57","160.02"
"77","184","184","Female","63.96","157.48"
"78","184","185","Female","73.48","167.64"
"77","187","176","Female","55.34","154.94"
"75","178","196","Female","76.2","167.64"
"76","182","194","Female","74.84","177.8"
"77","187","178","Female","79.38","162.56"
"85","201","196","Female","69.85","162.56"
"78","187","181","Female","68.04","172.72"
"83","197","186","Female","72.57","167.64"
"77","191","176","Female","74.84","162.56"
"83","201","179","Female","77.56","175.26"
"81","184","183","Female","72.57","167.64"
"78","192","183","Female","65.77","167.64"
"82","190","183","Female","77.56","175.26"
"78","185","191","Female","76.2","172.72"
"82","190","197","Female","64.41","170.18"
"78","192","176","Female","51.71","157.48"
"71","180","182","Female","58.97","162.56"
"74","178","171","Female","58.97","157.48"
"77","184","176","Female","50.35","154.94"
"75","187","170","Female","66.68","160.02"
"81","194","183","Female","61.23","165.1"
"74","172","181","Female","56.7","167.64"
"81","193","181","Female","65.77","167.64"
"83","206","206","Female","68.04","175.26"
"85","198","193","Female","75.75","177.8"
"85","196","183","Female","77.11","160.02"
"74","181","174","Female","77.11","162.56"
"78","187","189","Female","71.21","162.56"
"73","172","172","Female","51.26","152.4"
"74","178","167","Female","63.5","152.4"
"73","181","187","Female","65.77","157.48"
"81","203","196","Female","89.81","170.18"
"75","179","179","Female","66.68","160.02"
"76","183","179","Female","54.43","160.02"
"87","209","192","Female","73.94","175.26"
"77","177","172","Female","58.06","167.64"
"76","190","195","Female","73.94","175.26"
"76","177","171","Female","70.31","162.56"
"81","195","173","Female","68.04","165.1"
"79","193","183","Female","57.61","167.64"
"80","184","182","Female","58.97","175.26"
"74","177","175","Female","72.57","160.02"
"75","176","176","Female","66.22","162.56"
"74","175","158","Female","64.41","157.48"
"83","197","177","Female","73.48","165.1"
"81","192","188","Female","58.97","165.1"
"84","191","192","Female","72.57","172.72"
"80","189","189","Female","70.31","172.72"
"79","192","174","Female","72.57","162.56"
"89","209","197","Female","72.57","170.18"
"79","185","183","Female","63.5","165.1"
"79","190","183","Female","61.23","167.64"
"73","174","178","Female","56.7","162.56"
"77","187","182","Female","61.23","170.18"
"81","192","173","Female","63.5","162.56"
"73","173","170","Female","58.06","162.56"
"80","194","195","Female","72.57","167.64"
"82","197","204","Female","87.09","175.26"
"74","177","174","Female","61.23","162.56"
"74","180","180","Female","52.16","160.02"
"74","178","174","Female","54.43","157.48"
"76","178","166","Female","52.16","157.48"
"73","178","165","Female","63.05","157.48"
"79","189","186","Female","72.57","175.26"
"76","187","160","Female","70.31","157.48"
"77","183","186","Female","68.95","167.64"
"79","184","177","Female","66.22","160.02"
"81","197","181","Female","63.96","167.64"
"78","184","180","Female","64.41","152.4"
"77","183","183","Female","56.7","160.02"
"74","183","175","Female","72.57","172.72"
"77","187","177","Female","79.38","170.18"
"78","187","182","Female","61.69","162.56"
"74","182","185","Female","62.14","167.64"
"79","189","187","Female","58.06","167.64"
"72","176","168","Female","67.13","149.86"
"83","201","197","Female","89.36","172.72"
"72","172","169","Female","61.69","154.94"
"78","185","183","Female","78.02","167.64"
"74","174","179","Female","65.32","157.48"
"91","214","198","Female","83.01","165.1"
"78","192","192","Female","64.86","160.02"
"77","187","179","Female","61.69","157.48"
"78","189","185","Female","89.81","167.64"
"75","173","178","Female","72.57","165.1"
"83","190","191","Female","61.23","167.64"
"79","184","180","Female","56.25","167.64"
"84","203","197","Female","77.11","165.1"
"74","185","178","Female","56.7","154.94"
"80","197","182","Female","88.45","175.26"
"82","197","188","Female","83.91","160.02"
"72","177","170","Female","49.9","157.48"
"80","192","176","Female","63.96","167.64"
"77","184","179","Female","68.95","154.94"
"75","181","172","Female","65.32","154.94"
"72","173","179","Female","59.87","154.94"
"77","190","167","Female","73.48","162.56"
"81","195","175","Female","76.2","167.64"
"72","175","177","Female","64.41","160.02"
"80","197","196","Female","73.94","167.64"
"76","183","179","Female","53.07","167.64"
"71","174","156","Female","62.6","160.02"
"77","187","186","Female","78.93","167.64"
"75","177","177","Female","57.15","157.48"
"76","184","164","Female","65.32","157.48"
"74","182","182","Female","55.79","160.02"
"78","186","184","Female","63.5","160.02"
"75","177","179","Female","69.4","172.72"
"73","176","175","Female","56.7","162.56"
"71","170","174","Female","63.5","157.48"
"81","189","189","Female","59.87","167.64"
"78","192","179","Female","72.57","160.02"
"79","185","175","Female","74.84","162.56"
"75","176","175","Female","68.04","149.86"
"80","190","189","Female","72.57","175.26"
"71","171","169","Female","50.8","152.4"
"80","187","189","Female","67.13","175.26"
"82","195","193","Female","67.13","170.18"
"74","187","180","Female","67.59","162.56"
"78","187","192","Female","65.77","167.64"
"80","183","177","Female","61.23","157.48"
"75","177","175","Female","63.5","165.1"
"78","192","184","Female","56.25","144.78"
"75","180","176","Female","54.43","165.1"
"74","181","187","Female","68.04","160.02"
"76","175","166","Female","40.82","152.4"
"86","206","187","Female","72.12","157.48"
"78","186","188","Female","70.31","160.02"
"84","199","184","Female","73.94","170.18"
"78","194","192","Female","65.77","167.64"
"80","197","193","Female","58.51","157.48"
"70","176","169","Female","73.48","154.94"
"75","179","170","Female","59.42","152.4"
"84","195","188","Female","56.7","165.1"
"75","187","171","Female","63.5","157.48"
"75","183","174","Female","56.25","152.4"
"77","192","188","Female","65.77","172.72"
"75","187","176","Female","68.95","162.56"
"80","191","188","Female","90.72","185.42"
"72","170","173","Female","47.63","162.56"
"83","199","209","Female","74.84","182.88"
"74","182","174","Female","56.7","167.64"
"79","187","188","Female","63.5","162.56"
"78","184","185","Female","68.04","170.18"
"87","208","210","Female","94.35","180.34"
"81","188","181","Female","63.05","154.94"
"78","184","175","Female","52.16","152.4"
"81","191","199","Female","68.04","160.02"
"81","194","187","Female","72.57","172.72"
"85","205","194","Female","88.45","182.88"
"78","191","189","Female","63.96","167.64"
"77","185","178","Female","53.52","157.48"
"71","173","164","Female","56.25","154.94"
"72","172","174","Female","66.68","165.1"
"81","187","193","Female","59.87","167.64"
"77","187","170","Female","66.22","157.48"
"74","180","161","Female","58.97","160.02"
"77","185","183","Female","58.97","160.02"
"75","185","164","Female","52.16","149.86"
"78","185","188","Female","61.23","162.56"
"74","177","156","Female","53.52","144.78"
"75","180","162","Female","61.69","160.02"
"78","185","176","Female","64.86","170.18"
"78","185","191","Female","81.65","175.26"
"79","183","173","Female","61.23","165.1"
"80","197","190","Female","72.57","162.56"
"79","194","190","Female","77.11","165.1"
"78","187","193","Female","73.03","172.72"
"73","173","180","Female","56.7","160.02"
"79","188","198","Female","90.72","175.26"
"83","195","193","Female","72.57","167.64"
"78","190","180","Female","76.2","170.18"
"78","190","174","Female","70.31","165.1"
"80","197","185","Female","62.6","165.1"
"74","174","165","Female","57.61","165.1"
"77","189","190","Female","74.84","167.64"
"76","187","187","Female","68.04","170.18"
"77","188","178","Female","60.33","165.1"
"82","194","195","Female","62.6","170.18"
"80","195","190","Female","72.57","167.64"
"72","174","180","Female","65.77","170.18"
"76","184","170","Female","56.7","152.4"
"79","188","180","Female","72.57","167.64"
"78","178","186","Female","66.22","167.64"
"77","187","176","Female","57.15","162.56"
"77","182","178","Female","56.7","154.94"
"75","186","172","Female","68.49","160.02"
"77","187","181","Female","68.04","165.1"
"67","163","155","Female","49.9","152.4"
"79","197","207","Female","72.57","177.8"
"77","186","176","Female","57.61","154.94"
"80","191","185","Female","67.13","170.18"
"69","173","179","Female","56.7","160.02"
"82","201","194","Female","72.57","160.02"
"79","190","187","Female","65.77","172.72"
"79","186","186","Female","59.42","170.18"
"79","192","180","Female","65.77","160.02"
"76","183","192","Female","57.15","165.1"
"72","170","163","Female","48.08","154.94"
"80","192","197","Female","58.97","167.64"
"74","170","176","Female","69.85","167.64"
"79","191","177","Female","63.5","162.56"
"75","177","172","Female","53.52","157.48"
"71","172","175","Female","51.26","157.48"
"77","188","194","Female","72.57","162.56"
"84","202","197","Female","70.31","162.56"
"70","162","177","Female","53.52","162.56"
"77","181","192","Female","56.7","157.48"
"80","196","181","Female","69.4","167.64"
"83","195","187","Female","83.91","170.18"
"79","187","192","Female","53.52","165.1"
"75","184","172","Female","52.16","152.4"
"75","179","183","Female","58.97","165.1"
"83","196","185","Female","72.57","167.64"
"75","179","177","Female","57.61","157.48"
"84","198","199","Female","64.86","165.1"
"71","176","164","Female","55.34","160.02"
"78","192","174","Female","58.97","160.02"
"76","186","175","Female","65.77","165.1"
"82","192","187","Female","75.75","175.26"
"72","178","176","Female","55.79","160.02"
"77","181","183","Female","61.23","162.56"
"74","178","167","Female","58.97","167.64"
"77","181","176","Female","68.04","162.56"
"79","185","188","Female","60.33","157.48"
"74","180","174","Female","45.36","147.32"
"85","199","195","Female","72.57","170.18"
"79","188","191","Female","72.57","170.18"
"75","175","182","Female","53.07","157.48"
"74","179","167","Female","52.16","152.4"
"80","186","188","Female","62.14","154.94"
"81","192","202","Female","78.93","172.72"
"75","180","168","Female","56.25","157.48"
"75","183","190","Female","68.04","162.56"
"76","183","167","Female","58.06","165.1"
"80","187","185","Female","61.23","157.48"
"80","193","187","Female","77.11","170.18"
"75","183","179","Female","52.62","157.48"
"75","177","184","Female","57.61","162.56"
"78","185","179","Female","68.04","172.72"
"84","203","196","Female","76.66","162.56"
"76","186","195","Female","59.42","170.18"
"77","188","173","Female","61.23","157.48"
"72","169","168","Female","53.52","154.94"
"74","180","184","Female","61.23","167.64"
"75","180","170","Female","58.06","152.4"
"78","187","180","Female","64.86","167.64"
"74","183","164","Female","62.6","152.4"
"82","192","187","Female","90.72","167.64"
"83","193","196","Female","64.86","167.64"
"72","182","164","Female","67.13","144.78"
"79","187","188","Female","76.66","162.56"
"78","193","180","Female","64.86","172.72"
"79","193","190","Female","107.95","175.26"
"78","188","187","Female","86.18","177.8"
"82","194","192","Female","77.11","167.64"
"82","195","186","Female","83.01","162.56"
"76","182","175","Female","67.59","162.56"
"81","193","193","Female","74.84","162.56"
"77","188","178","Female","79.38","160.02"
"83","193","175","Female","68.04","165.1"
"87","208","183","Female","70.31","170.18"
"80","189","193","Female","54.43","165.1"
"86","203","186","Female","78.47","172.72"
"88","207","197","Female","65.32","167.64"
"79","185","179","Female","56.7","160.02"
"80","190","176","Female","82.55","165.1"
"77","183","175","Female","81.65","172.72"
"83","195","179","Female","69.85","167.64"
"78","189","186","Female","90.72","162.56"
"80","186","171","Female","62.14","160.02"
"79","182","171","Female","67.13","167.64"
"82","192","186","Female","61.69","160.02"
"79","186","184","Female","58.97","167.64"
"84","198","194","Female","68.49","165.1"
"78","180","184","Female","67.59","160.02"
"74","184","167","Female","63.5","160.02"
"78","193","188","Female","59.87","165.1"
"84","197","192","Female","72.57","172.72"
"74","182","176","Female","60.33","149.86"
"77","180","178","Female","63.05","167.64"
"78","183","189","Female","56.7","165.1"
"80","197","205","Female","66.68","170.18"
"81","197","190","Female","63.5","170.18"
"81","187","192","Female","58.97","162.56"
"79","187","181","Female","61.69","157.48"
"71","175","178","Female","68.04","167.64"
"76","182","182","Female","63.05","167.64"
"85","204","192","Female","74.84","177.8"
"78","187","185","Female","83.91","170.18"
"75","183","175","Female","57.61","162.56"
"81","187","184","Female","67.59","160.02"
"74","177","174","Female","61.23","160.02"
"85","201","186","Female","74.84","172.72"
"83","194","178","Female","63.5","160.02"
"75","188","191","Female","62.6","167.64"
"78","182","184","Female","60.78","157.48"
"80","190","175","Female","68.04","162.56"
"78","181","177","Female","58.97","157.48"
"77","176","182","Female","72.57","167.64"
"76","188","176","Female","58.97","160.02"
"80","191","193","Female","65.77","165.1"
"77","183","170","Female","47.63","144.78"
"82","196","183","Female","73.48","167.64"
"86","200","191","Female","78.02","172.72"
"77","188","180","Female","67.13","167.64"
"74","177","167","Female","62.6","160.02"
"75","186","175","Female","72.57","160.02"
"80","192","178","Female","58.97","165.1"
"80","192","182","Female","66.22","160.02"
"74","176","169","Female","61.23","157.48"
"80","191","191","Female","74.84","170.18"
"82","197","196","Female","70.76","172.72"
"80","195","204","Female","61.69","170.18"
"84","187","192","Female","69.85","165.1"
"73","180","168","Female","55.79","160.02"
"79","188","184","Female","65.77","172.72"
"83","198","178","Female","70.76","172.72"
"74","176","184","Female","58.06","160.02"
"77","179","185","Female","74.84","167.64"
"77","182","177","Female","49.44","162.56"
"76","180","184","Female","56.7","162.56"
"85","197","190","Female","81.65","170.18"
"81","192","187","Female","76.2","172.72"
"74","178","174","Female","61.23","160.02"
"77","177","170","Female","68.04","165.1"
"77","189","195","Female","83.01","177.8"
"82","192","165","Female","58.97","154.94"
"78","190","175","Female","63.5","152.4"
"75","177","170","Female","60.33","160.02"
"80","197","182","Female","58.97","160.02"
"78","188","167","Female","54.43","157.48"
"80","189","170","Female","63.5","160.02"
"80","192","181","Female","65.77","160.02"
"78","187","174","Female","67.13","162.56"
"78","183","174","Female","63.5","160.02"
"81","191","194","Female","72.57","167.64"
"75","175","172","Female","58.06","172.72"
"80","188","183","Female","56.7","162.56"
"83","191","192","Female","63.5","165.1"
"77","184","174","Female","65.77","160.02"
"80","195","188","Female","55.34","165.1"
"81","192","192","Female","68.04","170.18"
"82","193","188","Female","79.38","170.18"
"77","183","177","Female","56.7","162.56"
"77","181","191","Female","68.04","167.64"
"78","185","171","Female","58.97","167.64"
"73","175","165","Female","53.52","157.48"
"77","179","158","Female","68.04","162.56"
"70","176","180","Female","74.84","157.48"
"78","196","184","Female","61.23","170.18"
"73","177","156","Female","58.97","142.24"
"82","196","186","Female","79.38","175.26"
"77","183","168","Female","52.16","162.56"
"80","186","178","Female","71.67","165.1"
"75","185","177","Female","58.97","167.64"
"74","179","161","Female","58.06","154.94"
"80","190","172","Female","63.5","152.4"
"81","193","174","Female","68.95","162.56"
"78","187","172","Female","56.7","170.18"
"80","192","188","Female","68.04","175.26"
"77","182","180","Female","54.43","162.56"
"68","170","145","Female","45.36","142.24"
"81","190","177","Female","58.06","160.02"
"81","193","194","Female","82.1","172.72"
"86","197","203","Female","72.57","172.72"
"79","186","165","Female","74.84","162.56"
"83","202","183","Female","83.91","167.64"
"78","185","180","Female","63.5","157.48"
"81","190","181","Female","73.94","180.34"
"85","197","186","Female","69.4","170.18"
"78","185","173","Female","73.94","167.64"
"80","184","175","Female","61.23","160.02"
"72","176","161","Female","48.99","152.4"
"77","192","188","Female","81.65","170.18"
"79","186","195","Female","74.84","167.64"
"83","195","190","Female","77.11","167.64"
"76","178","185","Female","58.97","165.1"
"79","185","177","Female","75.75","162.56"
"78","191","199","Female","68.04","203.2"
"74","180","163","Female","49.9","154.94"
"80","187","174","Female","65.77","162.56"
"73","181","170","Female","67.13","162.56"
"72","169","160","Female","62.6","157.48"
"82","195","180","Female","70.76","165.1"
"72","171","167","Female","68.95","162.56"
"71","165","161","Female","45.36","149.86"
"87","204","192","Female","72.57","175.26"
"77","186","170","Female","73.94","162.56"
"74","181","175","Female","72.57","162.56"
"87","207","180","Female","78.93","170.18"
"78","194","180","Female","63.5","165.1"
"77","185","159","Female","72.57","160.02"
"81","197","173","Female","60.33","160.02"
"77","192","181","Female","80.29","160.02"
"73","170","158","Female","63.5","157.48"
"72","169","168","Female","76.66","152.4"
"75","177","164","Female","56.7","160.02"
"75","182","187","Female","68.04","165.1"
"84","198","196","Female","76.66","167.64"
"78","175","177","Female","63.5","154.94"
"76","182","185","Female","65.77","167.64"
"72","174","174","Female","49.44","154.94"
"81","192","172","Female","74.84","167.64"
"77","187","180","Female","88.45","172.72"
"70","180","181","Female","68.04","157.48"
"75","182","177","Female","63.96","162.56"
"84","205","184","Female","89.36","167.64"
"75","184","175","Female","63.5","160.02"
"71","176","176","Female","68.04","152.4"
"80","199","167","Female","61.23","165.1"
"78","188","178","Female","50.8","157.48"
"75","174","174","Female","48.53","162.56"
"78","182","179","Female","72.57","157.48"
"85","202","187","Female","81.65","177.8"
"75","189","191","Female","76.66","162.56"
"74","184","183","Female","63.5","157.48"
"78","187","173","Female","77.11","160.02"
"77","182","174","Female","68.04","157.48"
"82","197","182","Female","73.94","172.72"
"75","182","181","Female","70.76","170.18"
"78","183","192","Female","78.93","170.18"
"78","193","184","Female","54.43","160.02"
"80","197","176","Female","65.32","162.56"
"74","180","195","Female","77.11","170.18"
"75","183","175","Female","84.82","170.18"
"74","180","176","Female","66.68","165.1"
"75","186","188","Female","70.76","167.64"
"75","179","202","Female","58.97","170.18"
"70","165","172","Female","52.62","162.56"
"82","192","185","Female","74.39","172.72"
"80","195","195","Female","81.65","162.56"
"83","194","183","Female","76.2","160.02"
"75","185","173","Female","63.5","160.02"
"79","191","185","Female","65.77","167.64"
"73","179","183","Female","72.57","165.1"
"78","192","193","Female","70.31","172.72"
"78","179","181","Female","71.21","162.56"
"85","206","200","Female","102.06","172.72"
"78","194","176","Female","76.2","162.56"
"77","193","171","Female","65.77","157.48"
"77","193","171","Female","65.77","154.94"
"79","193","186","Female","68.04","165.1"
"80","197","199","Female","88","175.26"
"81","200","189","Female","93.44","172.72"
"77","183","182","Female","63.5","170.18"
"87","213","207","Female","63.5","177.8"
"74","182","180","Female","64.86","165.1"
"79","195","171","Female","71.67","157.48"
"79","195","187","Female","63.5","165.1"
"80","197","178","Female","70.31","154.94"
"81","193","200","Female","72.57","162.56"
"77","197","171","Female","74.84","165.1"
"77","191","181","Female","83.91","162.56"
"79","191","189","Female","82.1","162.56"
"78","185","176","Female","56.7","165.1"
"81","200","188","Female","79.38","162.56"
"78","186","182","Female","62.14","160.02"
"80","194","188","Female","64.41","170.18"
"77","187","200","Female","78.02","172.72"
"75","183","171","Female","58.97","154.94"
"79","189","180","Female","72.57","160.02"
"70","177","173","Female","65.77","149.86"
"75","183","179","Female","56.7","162.56"
"78","192","181","Female","65.77","162.56"
"79","194","185","Female","60.78","165.1"
"81","201","193","Female","77.11","170.18"
"73","183","176","Female","59.87","167.64"
"85","211","189","Female","67.13","160.02"
"75","183","177","Female","63.5","160.02"
"75","187","172","Female","68.04","162.56"
"76","183","176","Female","68.04","165.1"
"78","196","180","Female","86.18","167.64"
"79","195","191","Female","63.05","157.48"
"77","190","196","Female","74.84","165.1"
"82","195","193","Female","54.43","160.02"
"76","178","182","Female","69.85","162.56"
"76","188","185","Female","76.66","162.56"
"80","196","204","Female","97.52","170.18"
"78","189","182","Female","67.13","162.56"
"73","179","173","Female","45.36","154.94"
"80","197","186","Female","74.84","167.64"
"78","190","197","Female","54.43","170.18"
"79","193","180","Female","59.87","154.94"
"77","181","185","Female","70.31","157.48"
"78","187","187","Female","73.48","167.64"
"82","191","183","Female","67.13","160.02"
"84","198","178","Female","57.61","162.56"
"80","190","188","Female","87.09","170.18"
"74","185","172","Female","66.22","167.64"
"79","188","184","Female","75.75","162.56"
"81","190","184","Female","63.05","167.64"
"84","197","180","Female","70.31","162.56"
"84","203","183","Female","68.04","170.18"
"72","174","172","Female","61.23","160.02"
"84","198","180","Female","61.23","170.18"
"80","189","178","Female","61.23","165.1"
"83","196","173","Female","77.11","162.56"
"78","182","179","Female","58.51","162.56"
"75","182","176","Female","58.97","165.1"
"81","197","187","Female","77.11","175.26"
"77","181","174","Female","69.85","149.86"
"82","197","183","Female","83.91","167.64"
"73","174","177","Female","61.23","157.48"
"81","195","189","Female","94.35","170.18"
"82","195","185","Female","64.86","167.64"
"76","182","178","Female","60.33","162.56"
"75","178","170","Female","68.95","160.02"
"80","187","183","Female","66.68","162.56"
"78","183","166","Female","64.86","162.56"
"77","181","191","Female","77.11","180.34"
"81","193","175","Female","70.31","167.64"
"73","178","185","Female","56.7","165.1"
"87","199","194","Female","77.11","177.8"
"74","178","178","Female","65.77","162.56"
"78","185","170","Female","66.68","175.26"
"69","172","167","Female","64.86","160.02"
"81","192","179","Female","86.18","162.56"
"74","179","182","Female","58.06","167.64"
"82","187","184","Female","79.83","170.18"
"81","191","199","Female","77.11","152.4"
"78","179","173","Female","57.61","165.1"
"80","190","192","Female","87.54","160.02"
"80","185","183","Female","77.11","162.56"
"76","176","171","Female","53.98","152.4"
"80","189","178","Female","81.65","167.64"
"78","179","183","Female","62.6","172.72"
"71","175","162","Female","57.15","154.94"
"79","187","174","Female","73.48","154.94"
"80","187","185","Female","72.57","165.1"
"84","194","185","Female","68.95","165.1"
"78","184","181","Female","81.65","167.64"
"79","185","173","Female","61.23","167.64"
"84","197","197","Female","78.47","180.34"
"85","197","206","Female","84.82","182.88"
"78","180","181","Female","61.23","177.8"
"71","174","170","Female","57.61","160.02"
"80","186","177","Female","55.79","165.1"
"77","186","170","Female","68.95","157.48"
"80","189","168","Female","64.41","157.48"
"75","179","170","Female","61.23","165.1"
"73","173","178","Female","59.87","154.94"
"70","166","172","Female","67.13","154.94"
"80","190","199","Female","67.13","175.26"
"77","188","187","Female","63.05","162.56"
"76","182","171","Female","64.86","160.02"
"77","182","164","Female","61.23","160.02"
"69","163","171","Female","58.51","165.1"
"78","187","182","Female","77.11","165.1"
"71","167","167","Female","60.78","167.64"
"82","194","192","Female","81.65","172.72"
"73","178","168","Female","55.79","154.94"
"71","171","167","Female","51.26","167.64"
"78","177","183","Female","63.5","172.72"
"74","174","189","Female","73.48","165.1"
"74","174","167","Female","64.86","160.02"
"84","199","192","Female","92.99","167.64"
"79","183","187","Female","68.04","175.26"
"77","177","177","Female","66.22","162.56"
"82","193","188","Female","68.04","175.26"
"82","189","190","Female","78.47","172.72"
"87","203","204","Female","70.31","170.18"
"80","185","182","Female","52.62","157.48"
"73","169","183","Female","58.97","170.18"
"83","198","202","Female","75.75","172.72"
"80","187","174","Female","76.2","167.64"
"73","178","175","Female","71.67","157.48"
"75","182","175","Female","65.77","165.1"
"78","184","172","Female","73.94","170.18"
"78","185","161","Female","52.16","154.94"
"82","198","168","Female","63.5","160.02"
"80","189","185","Female","63.96","162.56"
"80","187","186","Female","67.13","160.02"
"78","193","183","Female","70.31","162.56"
"78","188","177","Female","68.95","165.1"
"78","182","176","Female","61.69","160.02"
"78","184","157","Female","56.7","154.94"
"91","213","194","Female","89.81","170.18"
"82","197","185","Female","75.75","167.64"
"81","197","176","Female","77.11","165.1"
"83","194","189","Female","71.67","167.64"
"76","182","176","Female","57.61","160.02"
"77","191","167","Female","61.23","160.02"
"78","192","185","Female","86.18","167.64"
"74","184","168","Female","54.43","154.94"
"74","177","174","Female","69.4","157.48"
"68","168","155","Female","58.97","149.86"
"76","187","184","Female","49.9","154.94"
"75","180","173","Female","71.67","167.64"
"72","175","178","Female","51.71","167.64"
"77","187","171","Female","56.7","167.64"
"71","168","175","Female","48.99","160.02"
"74","188","169","Female","61.23","162.56"
"78","180","175","Female","61.23","162.56"
"74","175","171","Female","54.43","152.4"
"69","167","160","Female","51.71","147.32"
"78","197","178","Female","68.04","165.1"
"80","197","183","Female","68.04","160.02"
"76","177","177","Female","62.6","160.02"
"77","190","185","Female","72.57","167.64"
"77","178","176","Female","63.5","162.56"
"78","183","178","Female","78.02","175.26"
"74","184","187","Female","60.33","162.56"
"82","187","192","Female","76.66","170.18"
"75","183","176","Female","61.23","165.1"
"72","177","164","Female","46.27","152.4"
"84","195","177","Female","56.7","165.1"
"72","174","174","Female","56.7","157.48"
"78","188","181","Female","64.41","165.1"
"77","187","176","Female","58.97","160.02"
"71","168","163","Female","52.16","154.94"
"77","187","177","Female","63.5","157.48"
"81","188","175","Female","63.5","160.02"
"80","186","196","Female","64.41","167.64"
"73","177","174","Female","56.7","157.48"
"74","191","190","Female","63.5","167.64"
"74","176","178","Female","62.6","160.02"
"73","173","173","Female","53.52","167.64"
"75","186","177","Female","68.04","172.72"
"75","177","171","Female","71.21","165.1"
